variable,planned,charged,TaskID,TaskName
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,3.3856,3.3856,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,105.8,105.8,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,0,0,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,84.64,84.64,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,8.464,8.464,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,16.928,16.928,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,55.8624,55.8624,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,3.3856,3.3856,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,42.32,42.32,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,135.424,135.424,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,126.96,126.96,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,6.7712,6.7712,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,126.96,126.96,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,84.64,84.64,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08,169.28,169.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-08, -  , -  ,103071.000.001.00,NFIP PROGRAM MANAGEMENT
2017-08,10,10,103071.000.001.00,NFIP PROGRAM MANAGEMENT
2017-08,169.3,169.3,103071.000.001.00,NFIP PROGRAM MANAGEMENT
2017-08,10,10,103071.000.001.00,NFIP PROGRAM MANAGEMENT
2017-08,121.3,121.3,103071.000.001.00,NFIP PROGRAM MANAGEMENT
2017-08,30,30,103071.000.001.00,NFIP PROGRAM MANAGEMENT
2017-08,169.3,169.3,103071.000.001.00,NFIP PROGRAM MANAGEMENT
2017-08,16.9,16.9,103071.000.001.00,NFIP PROGRAM MANAGEMENT
2017-08,84.7,84.7,103071.000.001.00,NFIP PROGRAM MANAGEMENT
2017-08,60,60,103071.000.002.00,NFIP ANALYTICS
2017-08,80,80,103071.000.002.00,NFIP ANALYTICS
2017-08,80,80,103071.000.002.00,NFIP ANALYTICS
2017-08,80,80,103071.000.003.00,NFIP ANALYTICS
2017-08,10,10,103071.000.003.00,NFIP ANALYTICS
2017-08,66,66,103071.000.003.00,NFIP ANALYTICS
2017-08,84.65,84.65,103071.000.003.00,NFIP ANALYTICS
2017-08,80,80,103071.000.003.00,NFIP ANALYTICS
2017-08,20,20,103071.000.003.00,NFIP ANALYTICS
2017-08,8,8,103071.000.003.00,NFIP ANALYTICS
2017-08,60,60,103071.000.003.00,NFIP ANALYTICS
2017-08,5,5,103071.000.003.00,NFIP ANALYTICS
2017-08,8,8,103071.000.003.00,NFIP ANALYTICS
2017-08,125,125,103071.000.003.00,NFIP ANALYTICS
2017-08,160,160,103071.000.003.00,NFIP ANALYTICS
2017-08,160,160,103071.000.003.00,NFIP ANALYTICS
2017-08,5,5,103071.000.003.00,NFIP ANALYTICS
2017-08,169.3,169.3,103071.000.004.00,NFIP OUTREACH
2017-08,2,2,103071.000.004.00,NFIP OUTREACH
2017-08,40,40,103071.000.004.00,NFIP OUTREACH
2017-08,80,80,103071.000.004.00,NFIP OUTREACH
2017-08,84.65,84.65,103071.000.004.00,NFIP OUTREACH
2017-08,169.3,169.3,103071.000.004.00,NFIP OUTREACH
2017-08,10,10,103071.000.004.00,NFIP OUTREACH
2017-08,0,0,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-08,5,5,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-08,4,4,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-08,25,25,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-08,90,90,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-08,15,15,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-08,5,5,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-08,20,20,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-08,40,40,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-08,10,10,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-08,30,30,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-08,90,90,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-08,15,15,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-08,0,0,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-08,6,6,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-08,20,20,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-08,0,0,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-08,2,2,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-08,5,5,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-08,10,10,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-08,18.25,18.25,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-08,100,100,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-08,5,5,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-08,5,5,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-08,5,5,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-08,169.3,169.3,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-08,15,15,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-08,5,5,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-08,60,60,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-08,5,5,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-08,10,10,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-08,5,5,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-08,0,0,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-08,40,40,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-08,40,40,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-08,3,3,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-08,3,3,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-08,40,40,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-08,40,40,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-08,169.3,169.3,103071.000.006.00,NFIP WORKFLOW MGMT
2017-08,0,0,103071.000.006.00,NFIP WORKFLOW MGMT
2017-08,169.3,169.3,103071.000.006.00,NFIP WORKFLOW MGMT
2017-08,169.3,169.3,103071.000.006.00,NFIP WORKFLOW MGMT
2017-08,169.3,169.3,103071.000.007.00,NFIP STAKEHOLDER ENG/TRNG
2017-08,67.72,67.72,103071.000.007.00,NFIP STAKEHOLDER ENG/TRNG
2017-08,126.975,126.975,103071.000.007.00,NFIP STAKEHOLDER ENG/TRNG
2017-08,0,0,103071.000.007.00,NFIP STAKEHOLDER ENG/TRNG
2017-08,80,80,103071.000.007.00,NFIP STAKEHOLDER ENG/TRNG
2017-08,0,0,103071.000.007.00,NFIP STAKEHOLDER ENG/TRNG
2017-08,12,12,103053.000.001.00,CMCU SME SUPPORT - LABOR
2017-08,0,0,103053.000.001.00,CMCU SME SUPPORT - LABOR
2017-08,170.096463,170.096463,103053.000.001.00,CMCU SME SUPPORT - LABOR
2017-08,170.096463,170.096463,103053.000.001.00,CMCU SME SUPPORT - LABOR
2017-08,0,0,103053.000.001.00,CMCU SME SUPPORT - LABOR
2017-08,140,140,103053.000.001.00,CMCU SME SUPPORT - LABOR
2017-08,176,176,103036.000.200.00,NPPD STRAT OY2 PARENT
2017-08,176,176,103036.000.200.00,NPPD STRAT OY2 PARENT
2017-08,176,176,103036.000.200.00,NPPD STRAT OY2 PARENT
2017-08,176,176,103036.000.200.00,NPPD STRAT OY2 PARENT
2017-08,176,176,103036.000.200.00,NPPD STRAT OY2 PARENT
2017-08,16,16,103036.000.200.00,NPPD STRAT OY2 PARENT
2017-08,2,2,103036.000.200.00,NPPD STRAT OY2 PARENT
2017-08,10,10,103036.000.200.00,NPPD STRAT OY2 PARENT
2017-08,2,2,103047.000.001.00,QTO10 EAD SUPPORT LABOR
2017-08,73.6,73.6,103047.000.001.00,QTO10 EAD SUPPORT LABOR
2017-08,168,168,103047.000.001.00,QTO10 EAD SUPPORT LABOR
2017-08,92,92,103047.000.001.00,QTO10 EAD SUPPORT LABOR
2017-08,110.4,110.4,103047.000.001.00,QTO10 EAD SUPPORT LABOR
2017-08,168,168,103047.000.001.00,QTO10 EAD SUPPORT LABOR
2017-08,36.8,36.8,103047.000.001.00,QTO10 EAD SUPPORT LABOR
2017-08,0,0,103047.000.001.00,QTO10 EAD SUPPORT LABOR
2017-08,0,0,103047.000.001.00,QTO10 EAD SUPPORT LABOR
2017-08,92,92,103047.000.001.00,QTO10 EAD SUPPORT LABOR
2017-08,42.25,42.25,103032.000.300.00,LLCIP OY3 PARENT
2017-08,84.5,84.5,103032.000.300.00,LLCIP OY3 PARENT
2017-08,169,169,103032.000.300.00,LLCIP OY3 PARENT
2017-08,169,169,103032.000.300.00,LLCIP OY3 PARENT
2017-08,22,22,103032.000.300.00,LLCIP OY3 PARENT
2017-08,176,176,GENADM.LABOR,G&A Labor
2017-08,176,176,P0BIDP.000.000.00,General BD Activities
2017-08,176,176,P0BIDP.000.000.00,General BD Activities
2017-08,176,176,OVERHD.CMPNY.LBR,HWC OH Labor
2017-08,52.8,52.8,GENADM.LABOR,G&A Labor
2017-08,52.8,52.8,GENADM.LABOR,G&A Labor
2017-08,35.2,35.2,OVERHD.CMPNY.LBR,HWC OH Labor
2017-08,35.2,35.2,OVERHD.CMPNY.LBR,HWC OH Labor
2017-08,176,176,OVERHD.CMPNY.LBR,HWC OH Labor
2017-08,88,88,OVERHD.CMPNY.LBR,HWC OH Labor
2017-08,88,88,OVERHD.CMPNY.LBR,HWC OH Labor
2017-08,88,88,OVERHD.CMPNY.LBR,HWC OH Labor
2017-08,88,88,GENADM.LABOR,G&A Labor
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,3.0912,3.0912,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,77.28,77.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,96.6,96.6,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,0,0,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,77.28,77.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,7.728,7.728,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,15.456,15.456,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,51.0048,51.0048,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,3.0912,3.0912,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,38.64,38.64,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,123.648,123.648,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,115.92,115.92,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,6.1824,6.1824,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,115.92,115.92,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,77.28,77.28,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09,154.56,154.56,103028.000.410.00,BioWatch SETA_Labor OP4
2017-09, -  , -  ,103071.000.001.00,NFIP PROGRAM MANAGEMENT
2017-09,10,10,103071.000.001.00,NFIP PROGRAM MANAGEMENT
2017-09,147.2,147.2,103071.000.001.00,NFIP PROGRAM MANAGEMENT
2017-09,10,10,103071.000.001.00,NFIP PROGRAM MANAGEMENT
2017-09,147.2,147.2,103071.000.001.00,NFIP PROGRAM MANAGEMENT
2017-09,30,30,103071.000.001.00,NFIP PROGRAM MANAGEMENT
2017-09,147.2,147.2,103071.000.001.00,NFIP PROGRAM MANAGEMENT
2017-09,14.7,14.7,103071.000.001.00,NFIP PROGRAM MANAGEMENT
2017-09,73.6,73.6,103071.000.001.00,NFIP PROGRAM MANAGEMENT
2017-09,60,60,103071.000.002.00,NFIP ANALYTICS
2017-09,80,80,103071.000.002.00,NFIP ANALYTICS
2017-09,80,80,103071.000.002.00,NFIP ANALYTICS
2017-09,80,80,103071.000.003.00,NFIP ANALYTICS
2017-09,10,10,103071.000.003.00,NFIP ANALYTICS
2017-09,66,66,103071.000.003.00,NFIP ANALYTICS
2017-09,73.6,73.6,103071.000.003.00,NFIP ANALYTICS
2017-09,80,80,103071.000.003.00,NFIP ANALYTICS
2017-09,20,20,103071.000.003.00,NFIP ANALYTICS
2017-09,8,8,103071.000.003.00,NFIP ANALYTICS
2017-09,60,60,103071.000.003.00,NFIP ANALYTICS
2017-09,5,5,103071.000.003.00,NFIP ANALYTICS
2017-09,8,8,103071.000.003.00,NFIP ANALYTICS
2017-09,125,125,103071.000.003.00,NFIP ANALYTICS
2017-09,160,160,103071.000.003.00,NFIP ANALYTICS
2017-09,195.5,195.5,103071.000.003.00,NFIP ANALYTICS
2017-09,5,5,103071.000.003.00,NFIP ANALYTICS
2017-09,147.2,147.2,103071.000.004.00,NFIP OUTREACH
2017-09,4,4,103071.000.004.00,NFIP OUTREACH
2017-09,60,60,103071.000.004.00,NFIP OUTREACH
2017-09,80,80,103071.000.004.00,NFIP OUTREACH
2017-09,73.6,73.6,103071.000.004.00,NFIP OUTREACH
2017-09,147.2,147.2,103071.000.004.00,NFIP OUTREACH
2017-09,10,10,103071.000.004.00,NFIP OUTREACH
2017-09,0,0,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-09,5,5,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-09,0,0,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-09,25,25,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-09,90,90,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-09,15,15,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-09,5,5,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-09,20,20,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-09,40,40,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-09,3,3,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-09,30,30,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-09,90,90,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-09,15,15,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-09,0,0,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-09,5,5,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-09,20,20,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-09,0,0,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-09,5,5,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-09,5,5,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-09,9.25,9.25,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-09,18,18,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-09,100,100,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-09,5,5,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-09,5,5,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-09,5,5,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-09,147.2,147.2,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-09,15,15,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-09,60,60,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-09,5,5,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-09,10,10,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-09,5,5,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-09,0,0,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-09,40,40,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-09,40,40,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-09,3,3,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-09,3,3,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-09,40,40,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-09,40,40,103071.000.005.00,NFIP CONTENT DEVELOPMENT
2017-09,147.2,147.2,103071.000.006.00,NFIP WORKFLOW MGMT
2017-09,0,0,103071.000.006.00,NFIP WORKFLOW MGMT
2017-09,147.2,147.2,103071.000.006.00,NFIP WORKFLOW MGMT
2017-09,147.2,147.2,103071.000.006.00,NFIP WORKFLOW MGMT
2017-09,147.2,147.2,103071.000.007.00,NFIP STAKEHOLDER ENG/TRNG
2017-09,58.88,58.88,103071.000.007.00,NFIP STAKEHOLDER ENG/TRNG
2017-09,147.2,147.2,103071.000.007.00,NFIP STAKEHOLDER ENG/TRNG
2017-09,0,0,103071.000.007.00,NFIP STAKEHOLDER ENG/TRNG
2017-09,70,70,103071.000.007.00,NFIP STAKEHOLDER ENG/TRNG
2017-09,0,0,103071.000.007.00,NFIP STAKEHOLDER ENG/TRNG
2017-09,12,12,103053.000.001.00,CMCU SME SUPPORT - LABOR
2017-09,0,0,103053.000.001.00,CMCU SME SUPPORT - LABOR
2017-09,147.9099678,147.9099678,103053.000.001.00,CMCU SME SUPPORT - LABOR
2017-09,147.9099678,147.9099678,103053.000.001.00,CMCU SME SUPPORT - LABOR
2017-09,0,0,103053.000.001.00,CMCU SME SUPPORT - LABOR
2017-09,0,0,103053.000.001.00,CMCU SME SUPPORT - LABOR
2017-09,184,184,103036.000.200.00,NPPD STRAT OY2 PARENT
2017-09,184,184,103036.000.200.00,NPPD STRAT OY2 PARENT
2017-09,184,184,103036.000.200.00,NPPD STRAT OY2 PARENT
2017-09,184,184,103036.000.200.00,NPPD STRAT OY2 PARENT
2017-09,184,184,103036.000.200.00,NPPD STRAT OY2 PARENT
2017-09,16,16,103036.000.200.00,NPPD STRAT OY2 PARENT
2017-09,2,2,103036.000.200.00,NPPD STRAT OY2 PARENT
2017-09,10,10,103036.000.200.00,NPPD STRAT OY2 PARENT
2017-09,2,2,103047.000.001.00,QTO10 EAD SUPPORT LABOR
2017-09,48,48,103047.000.001.00,QTO10 EAD SUPPORT LABOR
2017-09,104,104,103047.000.001.00,QTO10 EAD SUPPORT LABOR
2017-09,60,60,103047.000.001.00,QTO10 EAD SUPPORT LABOR
2017-09,72,72,103047.000.001.00,QTO10 EAD SUPPORT LABOR
2017-09,104,104,103047.000.001.00,QTO10 EAD SUPPORT LABOR
2017-09,24,24,103047.000.001.00,QTO10 EAD SUPPORT LABOR
2017-09,0,0,103047.000.001.00,QTO10 EAD SUPPORT LABOR
2017-09,0,0,103047.000.001.00,QTO10 EAD SUPPORT LABOR
2017-09,60,60,103047.000.001.00,QTO10 EAD SUPPORT LABOR
2017-09,38.75,38.75,103032.000.300.00,LLCIP OY3 PARENT
2017-09,77.5,77.5,103032.000.300.00,LLCIP OY3 PARENT
2017-09,155,155,103032.000.300.00,LLCIP OY3 PARENT
2017-09,155,155,103032.000.300.00,LLCIP OY3 PARENT
2017-09,22,22,103032.000.300.00,LLCIP OY3 PARENT
2017-09,155,155,103036.000.300.00,NPPD STRAT OY3 PARENT
2017-09,155,155,103036.000.300.00,NPPD STRAT OY3 PARENT
2017-09,155,155,103036.000.300.00,NPPD STRAT OY3 PARENT
2017-09,155,155,103036.000.300.00,NPPD STRAT OY3 PARENT
2017-09,155,155,103036.000.300.00,NPPD STRAT OY3 PARENT
2017-09,16,16,103036.000.300.00,NPPD STRAT OY3 PARENT
2017-09,2,2,103036.000.300.00,NPPD STRAT OY3 PARENT
2017-09,20,20,103036.000.300.00,NPPD STRAT OY3 PARENT
2017-09,152,152,GENADM.LABOR,G&A Labor
2017-09,152,152,P0BIDP.000.000.00,General BD Activities
2017-09,152,152,P0BIDP.000.000.00,General BD Activities
2017-09,152,152,OVERHD.CMPNY.LBR,HWC OH Labor
2017-09,45.6,45.6,GENADM.LABOR,G&A Labor
2017-09,45.6,45.6,GENADM.LABOR,G&A Labor
2017-09,30.4,30.4,OVERHD.CMPNY.LBR,HWC OH Labor
2017-09,30.4,30.4,OVERHD.CMPNY.LBR,HWC OH Labor
2017-09,152,152,OVERHD.CMPNY.LBR,HWC OH Labor
